seqname	miRNA_ctr1.bed	miRNA_ctr2.bed	miRNA_ctr3.bed	miRNA_trt4.bed	miRNA_trt5.bed	miRNA_trt6.bed
ID=MIMAT0025107;Alias=MIMAT0025107;Name=mmu-miR-6363;Derives_from=MI0021892	1	3	0	0	2	0
ID=MIMAT0025108;Alias=MIMAT0025108;Name=mmu-miR-6364;Derives_from=MI0021893	0	0	0	0	0	0
ID=MIMAT0025109;Alias=MIMAT0025109;Name=mmu-miR-6365;Derives_from=MI0021894	0	0	0	0	0	0
ID=MIMAT0025110;Alias=MIMAT0025110;Name=mmu-miR-6366;Derives_from=MI0021895	0	0	0	0	0	0
ID=MIMAT0025111;Alias=MIMAT0025111;Name=mmu-miR-6367;Derives_from=MI0021896	0	0	0	0	0	0
ID=MIMAT0025112;Alias=MIMAT0025112;Name=mmu-miR-6368;Derives_from=MI0021897	0	0	0	0	0	0
ID=MIMAT0025113;Alias=MIMAT0025113;Name=mmu-miR-6369;Derives_from=MI0021898	0	0	0	0	0	0
ID=MIMAT0025114;Alias=MIMAT0025114;Name=mmu-miR-6370;Derives_from=MI0021899	0	0	0	0	0	0
ID=MIMAT0025115;Alias=MIMAT0025115;Name=mmu-miR-6371;Derives_from=MI0021900	0	0	0	0	0	0
ID=MIMAT0025116;Alias=MIMAT0025116;Name=mmu-miR-6372;Derives_from=MI0021901	0	0	0	0	0	0
ID=MIMAT0025117;Alias=MIMAT0025117;Name=mmu-miR-6373;Derives_from=MI0021902	0	0	0	0	0	0
ID=MIMAT0025118;Alias=MIMAT0025118;Name=mmu-miR-6374;Derives_from=MI0021903	0	0	0	0	0	0
ID=MIMAT0025119;Alias=MIMAT0025119;Name=mmu-miR-6375;Derives_from=MI0021904	0	0	0	0	0	0
ID=MIMAT0025120;Alias=MIMAT0025120;Name=mmu-miR-6376;Derives_from=MI0021905	0	0	0	0	0	0
ID=MIMAT0025121;Alias=MIMAT0025121;Name=mmu-miR-21b;Derives_from=MI0021906	0	0	0	0	0	0
ID=MIMAT0025122;Alias=MIMAT0025122;Name=mmu-miR-6377;Derives_from=MI0021907	0	0	0	0	0	0
ID=MIMAT0025123;Alias=MIMAT0025123;Name=mmu-let-7j;Derives_from=MI0021908	3	4	1	0	3	1
ID=MIMAT0025124;Alias=MIMAT0025124;Name=mmu-miR-6378;Derives_from=MI0021909	0	0	0	0	0	0
ID=MIMAT0025125;Alias=MIMAT0025125;Name=mmu-miR-6379;Derives_from=MI0021910	0	0	0	0	0	0
ID=MIMAT0025126;Alias=MIMAT0025126;Name=mmu-miR-6380;Derives_from=MI0021911	0	0	0	0	0	0
ID=MIMAT0025127;Alias=MIMAT0025127;Name=mmu-miR-6381;Derives_from=MI0021912	0	0	0	0	0	0
ID=MIMAT0025128;Alias=MIMAT0025128;Name=mmu-miR-6382;Derives_from=MI0021913	0	0	0	0	0	0
ID=MIMAT0025129;Alias=MIMAT0025129;Name=mmu-miR-6383;Derives_from=MI0021914	0	0	0	0	0	0
ID=MIMAT0025130;Alias=MIMAT0025130;Name=mmu-miR-6384;Derives_from=MI0021915	0	0	0	0	0	0
ID=MIMAT0025131;Alias=MIMAT0025131;Name=mmu-miR-6385;Derives_from=MI0021916	0	0	0	0	0	0
ID=MIMAT0025132;Alias=MIMAT0025132;Name=mmu-miR-130c;Derives_from=MI0021917	0	1	2	0	0	9
ID=MIMAT0025133;Alias=MIMAT0025133;Name=mmu-miR-6386;Derives_from=MI0021918	0	0	0	0	0	0
ID=MIMAT0025134;Alias=MIMAT0025134;Name=mmu-miR-6387;Derives_from=MI0021919	0	0	0	0	0	0
ID=MIMAT0025135;Alias=MIMAT0025135;Name=mmu-miR-6388;Derives_from=MI0021920	0	0	0	0	0	0
ID=MIMAT0025136;Alias=MIMAT0025136;Name=mmu-miR-5124b;Derives_from=MI0021921	0	0	0	0	2	0
ID=MIMAT0025137;Alias=MIMAT0025137;Name=mmu-miR-6389;Derives_from=MI0021922	0	0	0	0	0	0
ID=MIMAT0025138;Alias=MIMAT0025138;Name=mmu-miR-378c;Derives_from=MI0021923	0	0	0	0	0	0
ID=MIMAT0025139;Alias=MIMAT0025139;Name=mmu-miR-6390;Derives_from=MI0021924	0	3	0	0	0	0
ID=MIMAT0025140;Alias=MIMAT0025140;Name=mmu-miR-6391;Derives_from=MI0021925	1	0	0	0	0	0
ID=MIMAT0025141;Alias=MIMAT0025141;Name=mmu-miR-6392-5p;Derives_from=MI0021926	0	0	0	0	0	0
ID=MIMAT0025142;Alias=MIMAT0025142;Name=mmu-miR-6392-3p;Derives_from=MI0021926	0	0	0	0	0	0
ID=MIMAT0025143;Alias=MIMAT0025143;Name=mmu-miR-6393;Derives_from=MI0021927	0	0	0	0	0	0
ID=MIMAT0025144;Alias=MIMAT0025144;Name=mmu-miR-6394;Derives_from=MI0021928	0	0	0	0	0	0
ID=MIMAT0025146;Alias=MIMAT0025146;Name=mmu-miR-6395;Derives_from=MI0021930	1	0	0	0	0	0
ID=MIMAT0025147;Alias=MIMAT0025147;Name=mmu-miR-6396;Derives_from=MI0021931	0	0	0	0	0	0
ID=MIMAT0025148;Alias=MIMAT0025148;Name=mmu-miR-21c;Derives_from=MI0021932	0	0	0	0	0	0
ID=MIMAT0025149;Alias=MIMAT0025149;Name=mmu-miR-6397;Derives_from=MI0021933	1	0	0	0	1	0
ID=MIMAT0025150;Alias=MIMAT0025150;Name=mmu-miR-6398;Derives_from=MI0021934	0	0	0	0	0	0
ID=MIMAT0025151;Alias=MIMAT0025151;Name=mmu-miR-6399;Derives_from=MI0021935	0	0	0	0	0	0
ID=MIMAT0025152;Alias=MIMAT0025152;Name=mmu-miR-6400;Derives_from=MI0021936	0	0	0	0	0	0
ID=MIMAT0025153;Alias=MIMAT0025153;Name=mmu-miR-6401;Derives_from=MI0021937	0	1	0	0	0	0
ID=MIMAT0025154;Alias=MIMAT0025154;Name=mmu-miR-6402;Derives_from=MI0021938	0	0	0	0	0	0
ID=MIMAT0025155;Alias=MIMAT0025155;Name=mmu-miR-6403;Derives_from=MI0021939	0	0	0	0	0	0
ID=MIMAT0025156;Alias=MIMAT0025156;Name=mmu-miR-6404;Derives_from=MI0021940	0	0	0	0	0	0
ID=MIMAT0025157;Alias=MIMAT0025157;Name=mmu-miR-6405;Derives_from=MI0021941	0	0	0	0	0	0
ID=MIMAT0025158;Alias=MIMAT0025158;Name=mmu-miR-496b;Derives_from=MI0021942	0	0	1	0	0	0
ID=MIMAT0025159;Alias=MIMAT0025159;Name=mmu-miR-6406;Derives_from=MI0021943	0	0	2	0	0	0
ID=MIMAT0025160;Alias=MIMAT0025160;Name=mmu-miR-6407;Derives_from=MI0021944	0	0	0	0	0	0
ID=MIMAT0025161;Alias=MIMAT0025161;Name=mmu-miR-6408;Derives_from=MI0021945	0	0	0	0	0	0
ID=MIMAT0025162;Alias=MIMAT0025162;Name=mmu-miR-6409;Derives_from=MI0021946	0	0	0	0	0	0
ID=MIMAT0025163;Alias=MIMAT0025163;Name=mmu-miR-6410;Derives_from=MI0021947	0	0	0	0	0	0
ID=MIMAT0025164;Alias=MIMAT0025164;Name=mmu-miR-6411;Derives_from=MI0021948	0	0	0	0	0	0
ID=MIMAT0025165;Alias=MIMAT0025165;Name=mmu-miR-6412;Derives_from=MI0021949	0	0	0	0	0	1
ID=MIMAT0025166;Alias=MIMAT0025166;Name=mmu-miR-6413;Derives_from=MI0021950	0	0	0	0	0	0
ID=MIMAT0025167;Alias=MIMAT0025167;Name=mmu-miR-378d;Derives_from=MI0021951	0	1	0	0	0	0
ID=MIMAT0025168;Alias=MIMAT0025168;Name=mmu-miR-6414;Derives_from=MI0021952	0	0	0	0	0	0
ID=MIMAT0025169;Alias=MIMAT0025169;Name=mmu-miR-6415;Derives_from=MI0021953	0	0	0	0	0	0
ID=MIMAT0025170;Alias=MIMAT0025170;Name=mmu-miR-6416-5p;Derives_from=MI0021954	0	0	0	0	0	0
ID=MIMAT0025171;Alias=MIMAT0025171;Name=mmu-miR-6416-3p;Derives_from=MI0021954	0	0	0	0	0	0
ID=MIMAT0025172;Alias=MIMAT0025172;Name=mmu-miR-6417;Derives_from=MI0021955	1	0	0	0	0	0
ID=MIMAT0025173;Alias=MIMAT0025173;Name=mmu-miR-6418-5p;Derives_from=MI0021956	0	0	0	0	0	0
ID=MIMAT0025174;Alias=MIMAT0025174;Name=mmu-miR-6418-3p;Derives_from=MI0021956	1	0	0	0	3	0
ID=MIMAT0025175;Alias=MIMAT0025175;Name=mmu-miR-6419;Derives_from=MI0021957	0	0	0	0	0	0
ID=MIMAT0025176;Alias=MIMAT0025176;Name=mmu-miR-6420;Derives_from=MI0021958	0	0	0	0	0	0
ID=MIMAT0025177;Alias=MIMAT0025177;Name=mmu-miR-873b;Derives_from=MI0021959	0	0	0	0	0	0
ID=MIMAT0025178;Alias=MIMAT0025178;Name=mmu-miR-451b;Derives_from=MI0021960	0	0	0	0	0	0
ID=MIMAT0025179;Alias=MIMAT0025179;Name=mmu-miR-30f;Derives_from=MI0021961	271	232	124	193	189	211
ID=MIMAT0025580;Alias=MIMAT0025580;Name=mmu-let-7k;Derives_from=MI0022352	0	0	0	0	0	0
ID=MIMAT0025581;Alias=MIMAT0025581;Name=mmu-miR-6537-5p;Derives_from=MI0022353	0	0	0	0	0	0
ID=MIMAT0025582;Alias=MIMAT0025582;Name=mmu-miR-6537-3p;Derives_from=MI0022353	0	0	0	0	0	0
ID=MIMAT0025583;Alias=MIMAT0025583;Name=mmu-miR-6538;Derives_from=MI0022354	300	152	70	414	47	308
ID=MIMAT0025584;Alias=MIMAT0025584;Name=mmu-miR-6539;Derives_from=MI0022355	0	0	0	0	0	0
ID=MIMAT0025585;Alias=MIMAT0025585;Name=mmu-miR-6540-5p;Derives_from=MI0022356	0	0	0	0	0	0
ID=MIMAT0025586;Alias=MIMAT0025586;Name=mmu-miR-6540-3p;Derives_from=MI0022356	0	0	0	0	0	0
ID=MIMAT0025587;Alias=MIMAT0025587;Name=mmu-miR-3473e;Derives_from=MI0022357	0	0	0	0	0	0
ID=MIMAT0025588;Alias=MIMAT0025588;Name=mmu-miR-6541;Derives_from=MI0022358	0	0	0	0	0	0
ID=MIMAT0026642;Alias=MIMAT0026642;Name=mmu-miR-3475-5p;Derives_from=MI0004220	0	0	0	0	0	0
ID=MIMAT0027104;Alias=MIMAT0027104;Name=mmu-miR-5709-3p;Derives_from=MI0019318	0	0	0	0	0	0
ID=MIMAT0027339;Alias=MIMAT0027339;Name=mmu-miR-6481;Derives_from=MI0022051	0	0	0	0	0	0
ID=MIMAT0027343;Alias=MIMAT0027343;Name=mmu-miR-6516-5p;Derives_from=MI0022266	1	0	0	0	2	0
ID=MIMAT0027344;Alias=MIMAT0027344;Name=mmu-miR-6516-3p;Derives_from=MI0022266	1	0	1	1	1	0
ID=MIMAT0027692;Alias=MIMAT0027692;Name=mmu-miR-6896-5p;Derives_from=MI0022743	0	0	0	0	0	0
ID=MIMAT0027693;Alias=MIMAT0027693;Name=mmu-miR-6896-3p;Derives_from=MI0022743	0	0	0	0	0	0
ID=MIMAT0027694;Alias=MIMAT0027694;Name=mmu-miR-6897-5p;Derives_from=MI0022744	0	0	0	0	0	0
ID=MIMAT0027695;Alias=MIMAT0027695;Name=mmu-miR-6897-3p;Derives_from=MI0022744	0	0	0	0	0	3
ID=MIMAT0027696;Alias=MIMAT0027696;Name=mmu-miR-6898-5p;Derives_from=MI0022745	0	0	0	0	0	0
ID=MIMAT0027697;Alias=MIMAT0027697;Name=mmu-miR-6898-3p;Derives_from=MI0022745	0	0	0	0	0	0
ID=MIMAT0027698;Alias=MIMAT0027698;Name=mmu-miR-6899-5p;Derives_from=MI0022746	0	0	0	0	0	0
ID=MIMAT0027699;Alias=MIMAT0027699;Name=mmu-miR-6899-3p;Derives_from=MI0022746	0	0	0	0	0	0
ID=MIMAT0027700;Alias=MIMAT0027700;Name=mmu-miR-6900-5p;Derives_from=MI0022747	0	0	0	0	0	0
ID=MIMAT0027701;Alias=MIMAT0027701;Name=mmu-miR-6900-3p;Derives_from=MI0022747	0	0	0	0	0	0
ID=MIMAT0027702;Alias=MIMAT0027702;Name=mmu-miR-6901-5p;Derives_from=MI0022748	0	0	0	0	0	0
ID=MIMAT0027703;Alias=MIMAT0027703;Name=mmu-miR-6901-3p;Derives_from=MI0022748	0	0	0	0	0	0
ID=MIMAT0027704;Alias=MIMAT0027704;Name=mmu-miR-6902-5p;Derives_from=MI0022749	0	0	0	0	0	2
ID=MIMAT0027705;Alias=MIMAT0027705;Name=mmu-miR-6902-3p;Derives_from=MI0022749	0	0	0	0	0	0
ID=MIMAT0027706;Alias=MIMAT0027706;Name=mmu-miR-6903-5p;Derives_from=MI0022750	0	0	0	0	0	0
ID=MIMAT0027707;Alias=MIMAT0027707;Name=mmu-miR-6903-3p;Derives_from=MI0022750	0	0	0	0	0	0
ID=MIMAT0027708;Alias=MIMAT0027708;Name=mmu-miR-6904-5p;Derives_from=MI0022751	0	0	0	0	0	0
ID=MIMAT0027709;Alias=MIMAT0027709;Name=mmu-miR-6904-3p;Derives_from=MI0022751	0	0	0	0	0	0
ID=MIMAT0027710;Alias=MIMAT0027710;Name=mmu-miR-6905-5p;Derives_from=MI0022752	0	0	0	0	0	0
ID=MIMAT0027711;Alias=MIMAT0027711;Name=mmu-miR-6905-3p;Derives_from=MI0022752	0	0	0	0	0	0
ID=MIMAT0027712;Alias=MIMAT0027712;Name=mmu-miR-6906-5p;Derives_from=MI0022753	0	0	0	0	1	0
ID=MIMAT0027713;Alias=MIMAT0027713;Name=mmu-miR-6906-3p;Derives_from=MI0022753	0	1	1	0	0	0
ID=MIMAT0027714;Alias=MIMAT0027714;Name=mmu-miR-6907-5p;Derives_from=MI0022754	1	0	1	0	1	0
ID=MIMAT0027715;Alias=MIMAT0027715;Name=mmu-miR-6907-3p;Derives_from=MI0022754	0	0	0	0	0	0
ID=MIMAT0027716;Alias=MIMAT0027716;Name=mmu-miR-6908-5p;Derives_from=MI0022755	0	0	0	0	0	0
ID=MIMAT0027717;Alias=MIMAT0027717;Name=mmu-miR-6908-3p;Derives_from=MI0022755	1	0	0	0	0	0
ID=MIMAT0027718;Alias=MIMAT0027718;Name=mmu-miR-6909-5p;Derives_from=MI0022756	0	0	0	0	0	0
ID=MIMAT0027719;Alias=MIMAT0027719;Name=mmu-miR-6909-3p;Derives_from=MI0022756	0	0	0	0	0	0
ID=MIMAT0027720;Alias=MIMAT0027720;Name=mmu-miR-6910-5p;Derives_from=MI0022757	0	0	0	0	0	0
ID=MIMAT0027721;Alias=MIMAT0027721;Name=mmu-miR-6910-3p;Derives_from=MI0022757	0	0	0	0	0	0
ID=MIMAT0027722;Alias=MIMAT0027722;Name=mmu-miR-6911-5p;Derives_from=MI0022758	0	1	0	0	0	0
ID=MIMAT0027723;Alias=MIMAT0027723;Name=mmu-miR-6911-3p;Derives_from=MI0022758	3	3	1	4	3	2
ID=MIMAT0027724;Alias=MIMAT0027724;Name=mmu-miR-6912-5p;Derives_from=MI0022759	0	2	0	4	4	0
ID=MIMAT0027725;Alias=MIMAT0027725;Name=mmu-miR-6912-3p;Derives_from=MI0022759	0	1	0	2	1	1
ID=MIMAT0027726;Alias=MIMAT0027726;Name=mmu-miR-6913-5p;Derives_from=MI0022760	0	0	0	0	0	4
ID=MIMAT0027727;Alias=MIMAT0027727;Name=mmu-miR-6913-3p;Derives_from=MI0022760	0	0	0	0	0	0
ID=MIMAT0027728;Alias=MIMAT0027728;Name=mmu-miR-6914-5p;Derives_from=MI0022761	0	0	0	0	0	0
ID=MIMAT0027729;Alias=MIMAT0027729;Name=mmu-miR-6914-3p;Derives_from=MI0022761	0	0	0	0	0	0
ID=MIMAT0027730;Alias=MIMAT0027730;Name=mmu-miR-6915-5p;Derives_from=MI0022762	0	1	0	0	0	0
ID=MIMAT0027731;Alias=MIMAT0027731;Name=mmu-miR-6915-3p;Derives_from=MI0022762	0	0	0	0	0	0
ID=MIMAT0027732;Alias=MIMAT0027732;Name=mmu-miR-6916-5p;Derives_from=MI0022763	0	0	0	0	0	4
ID=MIMAT0027733;Alias=MIMAT0027733;Name=mmu-miR-6916-3p;Derives_from=MI0022763	0	0	0	0	0	0
ID=MIMAT0027734;Alias=MIMAT0027734;Name=mmu-miR-6917-5p;Derives_from=MI0022764	0	0	0	0	0	0
ID=MIMAT0027735;Alias=MIMAT0027735;Name=mmu-miR-6917-3p;Derives_from=MI0022764	0	0	0	0	0	4
ID=MIMAT0027736;Alias=MIMAT0027736;Name=mmu-miR-6918-5p;Derives_from=MI0022765	0	0	0	0	0	0
ID=MIMAT0027737;Alias=MIMAT0027737;Name=mmu-miR-6918-3p;Derives_from=MI0022765	0	0	0	0	0	0
ID=MIMAT0027738;Alias=MIMAT0027738;Name=mmu-miR-6919-5p;Derives_from=MI0022766	0	0	0	0	0	0
ID=MIMAT0027739;Alias=MIMAT0027739;Name=mmu-miR-6919-3p;Derives_from=MI0022766	0	0	0	0	0	0
ID=MIMAT0027740;Alias=MIMAT0027740;Name=mmu-miR-6920-5p;Derives_from=MI0022767	0	0	1	0	0	0
ID=MIMAT0027741;Alias=MIMAT0027741;Name=mmu-miR-6920-3p;Derives_from=MI0022767	0	0	0	0	0	0
ID=MIMAT0027742;Alias=MIMAT0027742;Name=mmu-miR-6921-5p;Derives_from=MI0022768	0	0	0	0	0	0
ID=MIMAT0027743;Alias=MIMAT0027743;Name=mmu-miR-6921-3p;Derives_from=MI0022768	0	0	0	0	0	0
ID=MIMAT0027744;Alias=MIMAT0027744;Name=mmu-miR-6922-5p;Derives_from=MI0022769	0	0	0	0	0	0
ID=MIMAT0027745;Alias=MIMAT0027745;Name=mmu-miR-6922-3p;Derives_from=MI0022769	0	0	0	0	0	0
ID=MIMAT0027746;Alias=MIMAT0027746;Name=mmu-miR-6923-5p;Derives_from=MI0022770	0	0	0	0	0	0
ID=MIMAT0027747;Alias=MIMAT0027747;Name=mmu-miR-6923-3p;Derives_from=MI0022770	0	0	0	0	0	0
ID=MIMAT0027748;Alias=MIMAT0027748;Name=mmu-miR-6924-5p;Derives_from=MI0022771	0	0	0	0	0	0
ID=MIMAT0027749;Alias=MIMAT0027749;Name=mmu-miR-6924-3p;Derives_from=MI0022771	0	0	0	0	0	0
ID=MIMAT0027750;Alias=MIMAT0027750;Name=mmu-miR-6925-5p;Derives_from=MI0022772	0	0	0	0	0	0
ID=MIMAT0027751;Alias=MIMAT0027751;Name=mmu-miR-6925-3p;Derives_from=MI0022772	0	0	0	0	0	0
ID=MIMAT0027752;Alias=MIMAT0027752;Name=mmu-miR-6926-5p;Derives_from=MI0022773	0	0	0	0	0	0
ID=MIMAT0027753;Alias=MIMAT0027753;Name=mmu-miR-6926-3p;Derives_from=MI0022773	1	0	0	0	0	0
ID=MIMAT0027754;Alias=MIMAT0027754;Name=mmu-miR-6927-5p;Derives_from=MI0022774	0	0	0	0	0	0
ID=MIMAT0027755;Alias=MIMAT0027755;Name=mmu-miR-6927-3p;Derives_from=MI0022774	0	1	0	0	0	0
ID=MIMAT0027756;Alias=MIMAT0027756;Name=mmu-miR-6928-5p;Derives_from=MI0022775	0	0	0	0	0	0
ID=MIMAT0027757;Alias=MIMAT0027757;Name=mmu-miR-6928-3p;Derives_from=MI0022775	0	0	0	0	0	0
ID=MIMAT0027758;Alias=MIMAT0027758;Name=mmu-miR-6929-5p;Derives_from=MI0022776	0	0	0	0	0	0
ID=MIMAT0027759;Alias=MIMAT0027759;Name=mmu-miR-6929-3p;Derives_from=MI0022776	2	0	0	0	0	0
ID=MIMAT0027760;Alias=MIMAT0027760;Name=mmu-miR-6930-5p;Derives_from=MI0022777	0	0	0	0	0	0
ID=MIMAT0027761;Alias=MIMAT0027761;Name=mmu-miR-6930-3p;Derives_from=MI0022777	0	0	0	0	0	0
ID=MIMAT0027762;Alias=MIMAT0027762;Name=mmu-miR-6931-5p;Derives_from=MI0022778	0	0	0	0	0	0
ID=MIMAT0027763;Alias=MIMAT0027763;Name=mmu-miR-6931-3p;Derives_from=MI0022778	0	0	0	0	0	0
ID=MIMAT0027764;Alias=MIMAT0027764;Name=mmu-miR-6932-5p;Derives_from=MI0022779	0	0	0	0	0	0
ID=MIMAT0027765;Alias=MIMAT0027765;Name=mmu-miR-6932-3p;Derives_from=MI0022779	0	0	0	0	0	0
ID=MIMAT0027766;Alias=MIMAT0027766;Name=mmu-miR-6933-5p;Derives_from=MI0022780	0	0	0	0	0	0
ID=MIMAT0027767;Alias=MIMAT0027767;Name=mmu-miR-6933-3p;Derives_from=MI0022780	0	0	0	0	0	0
ID=MIMAT0027768;Alias=MIMAT0027768;Name=mmu-miR-6934-5p;Derives_from=MI0022781	0	0	0	0	0	0
ID=MIMAT0027769;Alias=MIMAT0027769;Name=mmu-miR-6934-3p;Derives_from=MI0022781	0	0	0	0	0	0
ID=MIMAT0027770;Alias=MIMAT0027770;Name=mmu-miR-6935-5p;Derives_from=MI0022782	0	0	0	0	0	0
ID=MIMAT0027771;Alias=MIMAT0027771;Name=mmu-miR-6935-3p;Derives_from=MI0022782	0	0	0	0	0	0
ID=MIMAT0027772;Alias=MIMAT0027772;Name=mmu-miR-6936-5p;Derives_from=MI0022783	0	0	0	0	0	0
ID=MIMAT0027773;Alias=MIMAT0027773;Name=mmu-miR-6936-3p;Derives_from=MI0022783	4	0	0	0	0	0
ID=MIMAT0027774;Alias=MIMAT0027774;Name=mmu-miR-6937-5p;Derives_from=MI0022784	0	0	0	0	0	7
ID=MIMAT0027775;Alias=MIMAT0027775;Name=mmu-miR-6937-3p;Derives_from=MI0022784	0	0	0	0	0	0
ID=MIMAT0027776;Alias=MIMAT0027776;Name=mmu-miR-6938-5p;Derives_from=MI0022785	0	0	0	0	0	0
ID=MIMAT0027777;Alias=MIMAT0027777;Name=mmu-miR-6938-3p;Derives_from=MI0022785	0	0	0	0	0	0
ID=MIMAT0027778;Alias=MIMAT0027778;Name=mmu-miR-6939-5p;Derives_from=MI0022786	0	0	0	0	0	0
ID=MIMAT0027779;Alias=MIMAT0027779;Name=mmu-miR-6939-3p;Derives_from=MI0022786	0	0	0	0	0	0
ID=MIMAT0027780;Alias=MIMAT0027780;Name=mmu-miR-6940-5p;Derives_from=MI0022787	0	0	0	0	0	0
ID=MIMAT0027781;Alias=MIMAT0027781;Name=mmu-miR-6940-3p;Derives_from=MI0022787	0	0	0	0	0	0
ID=MIMAT0027782;Alias=MIMAT0027782;Name=mmu-miR-6941-5p;Derives_from=MI0022788	0	0	0	0	0	0
ID=MIMAT0027783;Alias=MIMAT0027783;Name=mmu-miR-6941-3p;Derives_from=MI0022788	0	0	0	0	0	0
ID=MIMAT0027784;Alias=MIMAT0027784;Name=mmu-miR-6942-5p;Derives_from=MI0022789	0	0	0	0	0	0
ID=MIMAT0027785;Alias=MIMAT0027785;Name=mmu-miR-6942-3p;Derives_from=MI0022789	0	0	0	0	0	0
ID=MIMAT0027786;Alias=MIMAT0027786;Name=mmu-miR-6943-5p;Derives_from=MI0022790	0	0	0	0	0	0
ID=MIMAT0027787;Alias=MIMAT0027787;Name=mmu-miR-6943-3p;Derives_from=MI0022790	0	0	0	0	0	0
ID=MIMAT0027788;Alias=MIMAT0027788;Name=mmu-miR-6944-5p;Derives_from=MI0022791	0	0	0	0	0	0
ID=MIMAT0027789;Alias=MIMAT0027789;Name=mmu-miR-6944-3p;Derives_from=MI0022791	0	0	1	0	0	0
ID=MIMAT0027790;Alias=MIMAT0027790;Name=mmu-miR-6945-5p;Derives_from=MI0022792	0	0	0	0	0	0
ID=MIMAT0027791;Alias=MIMAT0027791;Name=mmu-miR-6945-3p;Derives_from=MI0022792	0	0	0	0	1	0
ID=MIMAT0027792;Alias=MIMAT0027792;Name=mmu-miR-6946-5p;Derives_from=MI0022793	0	0	0	0	0	0
ID=MIMAT0027793;Alias=MIMAT0027793;Name=mmu-miR-6946-3p;Derives_from=MI0022793	0	0	0	0	1	0
ID=MIMAT0027794;Alias=MIMAT0027794;Name=mmu-miR-6947-5p;Derives_from=MI0022794	0	0	0	0	0	0
ID=MIMAT0027795;Alias=MIMAT0027795;Name=mmu-miR-6947-3p;Derives_from=MI0022794	0	0	0	3	0	0
ID=MIMAT0027796;Alias=MIMAT0027796;Name=mmu-miR-6948-5p;Derives_from=MI0022795	0	0	0	0	0	3
ID=MIMAT0027797;Alias=MIMAT0027797;Name=mmu-miR-6948-3p;Derives_from=MI0022795	0	0	0	0	0	0
ID=MIMAT0027798;Alias=MIMAT0027798;Name=mmu-miR-6949-5p;Derives_from=MI0022796	0	0	0	0	0	0
ID=MIMAT0027799;Alias=MIMAT0027799;Name=mmu-miR-6949-3p;Derives_from=MI0022796	0	0	0	0	0	0
ID=MIMAT0027800;Alias=MIMAT0027800;Name=mmu-miR-6950-5p;Derives_from=MI0022797	0	0	0	0	0	0
ID=MIMAT0027801;Alias=MIMAT0027801;Name=mmu-miR-6950-3p;Derives_from=MI0022797	0	1	0	0	0	0
ID=MIMAT0027802;Alias=MIMAT0027802;Name=mmu-miR-6951-5p;Derives_from=MI0022798	0	0	0	0	0	0
ID=MIMAT0027803;Alias=MIMAT0027803;Name=mmu-miR-6951-3p;Derives_from=MI0022798	0	0	0	0	0	0
ID=MIMAT0027804;Alias=MIMAT0027804;Name=mmu-miR-6952-5p;Derives_from=MI0022799	0	0	0	0	0	0
ID=MIMAT0027805;Alias=MIMAT0027805;Name=mmu-miR-6952-3p;Derives_from=MI0022799	0	0	0	0	0	0
ID=MIMAT0027806;Alias=MIMAT0027806;Name=mmu-miR-6953-5p;Derives_from=MI0022800	2	0	1	1	0	2
ID=MIMAT0027807;Alias=MIMAT0027807;Name=mmu-miR-6953-3p;Derives_from=MI0022800	0	0	0	1	0	0
ID=MIMAT0027808;Alias=MIMAT0027808;Name=mmu-miR-6954-5p;Derives_from=MI0022801	0	0	0	0	0	0
ID=MIMAT0027809;Alias=MIMAT0027809;Name=mmu-miR-6954-3p;Derives_from=MI0022801	0	1	1	0	1	1
ID=MIMAT0027810;Alias=MIMAT0027810;Name=mmu-miR-6955-5p;Derives_from=MI0022802	0	0	0	0	0	0
ID=MIMAT0027811;Alias=MIMAT0027811;Name=mmu-miR-6955-3p;Derives_from=MI0022802	0	0	0	0	0	0
ID=MIMAT0027812;Alias=MIMAT0027812;Name=mmu-miR-6956-5p;Derives_from=MI0022803	0	0	0	0	0	7
ID=MIMAT0027813;Alias=MIMAT0027813;Name=mmu-miR-6956-3p;Derives_from=MI0022803	0	0	0	0	0	0
ID=MIMAT0027814;Alias=MIMAT0027814;Name=mmu-miR-6957-5p;Derives_from=MI0022804	0	0	0	0	0	0
ID=MIMAT0027815;Alias=MIMAT0027815;Name=mmu-miR-6957-3p;Derives_from=MI0022804	0	0	0	0	0	0
ID=MIMAT0027816;Alias=MIMAT0027816;Name=mmu-miR-6958-5p;Derives_from=MI0022805	1	3	3	1	0	2
ID=MIMAT0027817;Alias=MIMAT0027817;Name=mmu-miR-6958-3p;Derives_from=MI0022805	0	0	0	0	0	2
ID=MIMAT0027818;Alias=MIMAT0027818;Name=mmu-miR-6959-5p;Derives_from=MI0022806	0	0	0	0	0	0
ID=MIMAT0027819;Alias=MIMAT0027819;Name=mmu-miR-6959-3p;Derives_from=MI0022806	0	1	0	0	0	0
ID=MIMAT0027820;Alias=MIMAT0027820;Name=mmu-miR-6960-5p;Derives_from=MI0022807	0	1	0	0	0	0
ID=MIMAT0027821;Alias=MIMAT0027821;Name=mmu-miR-6960-3p;Derives_from=MI0022807	0	0	0	0	0	0
ID=MIMAT0027822;Alias=MIMAT0027822;Name=mmu-miR-6961-5p;Derives_from=MI0022808	0	0	0	0	0	0
